cand_id;job_id;distance_km;match_score;match_rank;cand_gender;cand_age_bucket;cand_domicile_province;cand_domicile_region;cand_education;job_contract_type;job_professional_category;job_sector;job_work_province
6,184,336;OFF_3634_0533;7.475.544.739;9.991.677.856;6;Female;35-44;PO;TOSCANA;N/A;Search and selection;Planner (m/f);Plant Engineering;BO 
4,556,525;OFF_3634_0533;8.703.554.535;9.989.756.012;7;Female;55-74;PR;EMILIA ROMAGNA;Qualification / Certificate: Office Clerk;Search and selection;Planner (m/f);Plant Engineering;BO 
4,547,046;OFF_3634_0533;7.475.544.739;9.988.806.915;8;Female;45-54;PO;TOSCANA;N/A;Search and selection;Planner (m/f);Plant Engineering;BO 
6,923,817;OFF_3634_0533;9.275.560.761;9.987.632.751;9;Female;35-44;VR;VENETO;N/A;Search and selection;Planner (m/f);Plant Engineering;BO 
1,925,012;OFF_3634_0533;3.695.837.784;9.987.522.125;10;Female;35-44;MO;EMILIA ROMAGNA;Degree / High School : Art High School;Search and selection;Planner (m/f);Plant Engineering;BO 
6,614,076;OFF_3642_0533;2.348.829.269;9.998.352.051;1;Male;15-24;BO;EMILIA ROMAGNA;N/A;Search and selection;Driver;Warehouse / Logistics / Transport;BO 
6,228,024;OFF_3642_0533;1.185.394.287;999.702.301;2;Male;15-24;BO;EMILIA ROMAGNA;N/A;Search and selection;Driver;Warehouse / Logistics / Transport;BO 
5,787,808;OFF_3642_0533;1.185.394.287;9.996.794.891;3;Male;25-34;BO;EMILIA ROMAGNA;Degree / High School : Technician in Electronics and Electrical Engineering;Search and selection;Driver;Warehouse / Logistics / Transport;BO 
6,413,742;OFF_3642_0533;5.643.079.281;9.996.183.014;4;Male;15-24;BO;EMILIA ROMAGNA;N/A;Search and selection;Driver;Warehouse / Logistics / Transport;BO 
5,949,004;OFF_3642_0533;3.070.524.597;9.995.663.452;5;Female;25-34;BO;EMILIA ROMAGNA;N/A;Search and selection;Driver;Warehouse / Logistics / Transport;BO 
7,090,196;OFF_3642_0533;1.185.394.287;9.995.419.312;6;Male;15-24;BO;EMILIA ROMAGNA;Higher Technical Institute (ITS) in Mechanical/Mechatronics Sector;Search and selection;Driver;Warehouse / Logistics / Transport;BO 
5,092,891;OFF_3642_0533;1.819.516.182;9.995.316.315;7;Male;15-24;BO;EMILIA ROMAGNA;N/A;Search and selection;Driver;Warehouse / Logistics / Transport;BO 
2,338,613;OFF_3642_0533;7.357.591.629;9.995.311.737;8;Male;25-34;BO;EMILIA ROMAGNA;Degree / High School : Technician in Electronics and Electrical Engineering;Search and selection;Driver;Warehouse / Logistics / Transport;BO 
4,158,777;OFF_3642_0533;7.357.591.629;9.994.857.025;9;Male;25-34;BO;EMILIA ROMAGNA;Higher Technical Institute (ITS) in the Transport Sector;Search and selection;Driver;Warehouse / Logistics / Transport;BO 
4,828,682;OFF_3642_0533;7.357.591.629;9.994.757.843;10;Male;25-34;BO;EMILIA ROMAGNA;Degree / High School : Technician in Mechanics, Mechatronics, and Energy;Search and selection;Driver;Warehouse / Logistics / Transport;BO 
6,404,093;OFF_3668_0303;2.278.643.608;9.989.550.018;1;Female;25-34;BO;EMILIA ROMAGNA;N/A;Search and selection;Administrative secretary;Secretariat / General Services;BO 
1,478,696;OFF_3668_0303;1.878.848.076;998.364.563;2;Female;25-34;BO;EMILIA ROMAGNA;N/A;Search and selection;Administrative secretary;Secretariat / General Services;BO 
6,430,579;OFF_3668_0303;1.349.158.287;99.835.289;3;Female;25-34;BO;EMILIA ROMAGNA;N/A;Search and selection;Administrative secretary;Secretariat / General Services;BO 
7,414,706;OFF_3668_0303;3.801.990.271;9.981.108.093;4;Female;15-24;BO;EMILIA ROMAGNA;N/A;Search and selection;Administrative secretary;Secretariat / General Services;BO 
6,058,401;OFF_3668_0303;1.349.158.287;9.978.925.323;5;Female;35-44;BO;EMILIA ROMAGNA;N/A;Search and selection;Administrative secretary;Secretariat / General Services;BO 
6,134,725;OFF_3668_0303;1.349.158.287;997.874.527;6;Female;25-34;BO;EMILIA ROMAGNA;N/A;Search and selection;Administrative secretary;Secretariat / General Services;BO 
7,266,067;OFF_3668_0303;1.349.158.287;9.978.559.875;7;Female;35-44;BO;EMILIA ROMAGNA;N/A;Search and selection;Administrative secretary;Secretariat / General Services;BO 
6,576,153;OFF_3668_0303;1.349.158.287;9.976.913.452;8;Female;25-34;BO;EMILIA ROMAGNA;N/A;Search and selection;Administrative secretary;Secretariat / General Services;BO 
1,069,892;OFF_3668_0303;1.349.158.287;9.968.450.928;9;Female;35-44;BO;EMILIA ROMAGNA;"Degree / High School : Classical High School;Bachelor's Degree : Business Economics and Administration;Bachelor's Degree : Tecnico di neurofisiopatologia";Search and selection;Administrative secretary;Secretariat / General Services;BO 
6,217,750;OFF_3668_0303;2.278.643.608;996.757.431;10;Male;25-34;BO;EMILIA ROMAGNA;N/A;Search and selection;Administrative secretary;Secretariat / General Services;BO 
2,636,714;OFF_3683_0303;1.178.287.601;9.989.672.089;1;Male;25-34;BO;EMILIA ROMAGNA;Qualification / Certificate: Industrial Electronics Operator;Search and selection;Electrician's assistant (m/f);Specialized workers;BO 
6,186,970;OFF_3683_0303;1.184.670.067;9.988.124.847;2;Male;25-34;BO;EMILIA ROMAGNA;Degree / High School : Maintenance and Technical Support Technician;Search and selection;Electrician's assistant (m/f);Specialized workers;BO 
3,619,910;OFF_3683_0303;1.434.964.466;9.985.249.329;3;Male;35-44;BO;EMILIA ROMAGNA;Degree / High School : Electrical Industries Technician;Search and selection;Electrician's assistant (m/f);Specialized workers;BO 
3,044,873;OFF_3683_0303;1.434.964.466;9.984.042.358;4;Male;25-34;BO;EMILIA ROMAGNA;"Qualification / Certificate: Metalworking worker;Degree / High School : Technician in Electronics and Telecommunications";Search and selection;Electrician's assistant (m/f);Specialized workers;BO 
4,133,293;OFF_3683_0303;1.160.449.505;9.979.903.412;5;Male;15-24;MO;EMILIA ROMAGNA;Higher Technical Institute (ITS) in Mechanical/Mechatronics Sector;Search and selection;Electrician's assistant (m/f);Specialized workers;BO 
1,571,928;OFF_3683_0303;1.184.670.067;997.800.827;6;Male;25-34;BO;EMILIA ROMAGNA;"Middle School;Electrical Operator Certificate";Search and selection;Electrician's assistant (m/f);Specialized workers;BO 
3,395,943;OFF_3683_0303;1.160.449.505;99.777.565;7;Male;25-34;MO;EMILIA ROMAGNA;Degree / High School : Technician in Electronics and Electrical Engineering;Search and selection;Electrician's assistant (m/f);Specialized workers;BO 
4,590,455;OFF_3683_0303;9.211.567.879;9.977.072.144;8;Male;35-44;BO;EMILIA ROMAGNA;N/A;Search and selection;Electrician's assistant (m/f);Specialized workers;BO 
1,270,324;OFF_3683_0303;1.184.670.067;9.976.848.602;9;Male;25-34;BO;EMILIA ROMAGNA;Qualification / Certificate: Industrial Electronics Operator;Search and selection;Electrician's assistant (m/f);Specialized workers;BO 
4,854,241;OFF_3683_0303;1.184.670.067;9.975.624.084;10;Male;25-34;BO;EMILIA ROMAGNA;Middle School;Search and selection;Electrician's assistant (m/f);Specialized workers;BO 
796,277;OFF_3690_0091;2.497.305.298;9.992.944.336;1;Male;45-54;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
5,269,007;OFF_3690_0091;2.497.305.298;9.992.354.584;2;Female;45-54;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
2,167,730;OFF_3690_0091;2.497.305.298;9.992.197.418;3;Male;45-54;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
5,962,401;OFF_3690_0091;2.497.305.298;9.992.134.857;4;Male;15-24;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
5,211,152;OFF_3690_0091;2.497.305.298;9.989.924.622;5;Male;25-34;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
5,670,477;OFF_3690_0091;0;9.989.034.271;6;Male;35-44;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
2,947,538;OFF_3690_0091;2.497.305.298;9.988.278.198;7;Male;25-34;TN;TRENTINO ALTO ADIGE;Degree / High School : Computer Science Technician;Search and selection;General paper worker/graphic designer;General Workers;TN 
5,752,435;OFF_3690_0091;2.497.305.298;9.988.057.709;8;Female;25-34;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
6,991,623;OFF_3690_0091;2.497.305.298;9.986.419.678;9;Male;45-54;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
5,692,433;OFF_3690_0091;2.497.305.298;9.980.534.363;10;Male;15-24;TN;TRENTINO ALTO ADIGE;Electrical Operator Certificate;Search and selection;General paper worker/graphic designer;General Workers;TN 
796,277;OFF_3696_0091;2.963.743.782;9.980.786.133;1;Male;45-54;TN;TRENTINO ALTO ADIGE;N/A;Subordinate employment;General paper worker/graphic designer;General Workers;TN 
5,670,477;OFF_3696_0091;4.703.495.026;9.980.527.496;2;Male;35-44;TN;TRENTINO ALTO ADIGE;N/A;Subordinate employment;General paper worker/graphic designer;General Workers;TN 
2,947,538;OFF_3696_0091;2.963.743.782;9.974.529.266;3;Male;25-34;TN;TRENTINO ALTO ADIGE;Degree / High School : Computer Science Technician;Subordinate employment;General paper worker/graphic designer;General Workers;TN 
5,944,292;OFF_3696_0091;4.703.495.026;9.973.813.629;4;Male;35-44;TN;TRENTINO ALTO ADIGE;N/A;Subordinate employment;General paper worker/graphic designer;General Workers;TN 
5,531,471;OFF_3696_0091;0;9.972.858.429;5;Male;35-44;TN;TRENTINO ALTO ADIGE;Middle School;Subordinate employment;General paper worker/graphic designer;General Workers;TN 
5,269,007;OFF_3696_0091;2.963.743.782;9.965.296.936;6;Female;45-54;TN;TRENTINO ALTO ADIGE;N/A;Subordinate employment;General paper worker/graphic designer;General Workers;TN 
2,167,730;OFF_3696_0091;2.963.743.782;9.963.981.628;7;Male;45-54;TN;TRENTINO ALTO ADIGE;N/A;Subordinate employment;General paper worker/graphic designer;General Workers;TN 
6,991,623;OFF_3696_0091;2.963.743.782;996.366.272;8;Male;45-54;TN;TRENTINO ALTO ADIGE;N/A;Subordinate employment;General paper worker/graphic designer;General Workers;TN 
5,862,608;OFF_3696_0091;9.640.909.195;9.963.262.939;9;Male;45-54;TN;TRENTINO ALTO ADIGE;Higher Technical Institute (ITS) in the Tourism Sector;Subordinate employment;General paper worker/graphic designer;General Workers;TN 
6,300,370;OFF_3696_0091;5.618.553.925;9.958.352.661;10;Male;55-74;VI;VENETO;N/A;Subordinate employment;General paper worker/graphic designer;General Workers;TN 
2,530,007;OFF_3708_0091;2.963.743.782;999.433.136;1;Male;35-44;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;maintainer;Maintenance / Repair;TN 
4,243,371;OFF_3708_0091;2.963.743.782;9.994.052.887;2;Male;25-34;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;maintainer;Maintenance / Repair;TN 
3,954,603;OFF_3708_0091;1.513.489.723;9.991.169.739;3;Male;25-34;TN;TRENTINO ALTO ADIGE;Degree / High School : Technician in Electronics and Electrical Engineering;Search and selection;maintainer;Maintenance / Repair;TN 
1,078,168;OFF_3708_0091;1.513.489.723;9.990.105.438;4;Male;25-34;TN;TRENTINO ALTO ADIGE;"Middle School;Electrical Operator Certificate";Search and selection;maintainer;Maintenance / Repair;TN 
531,963;OFF_3708_0091;2.963.743.782;9.987.227.631;5;Male;25-34;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;maintainer;Maintenance / Repair;TN 
7,111,352;OFF_3708_0091;1.513.489.723;9.985.723.114;6;Male;15-24;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;maintainer;Maintenance / Repair;TN 
2,808,483;OFF_3708_0091;4.703.495.026;9.985.679.626;7;Male;25-34;TN;TRENTINO ALTO ADIGE;"Degree / High School : Accountancy;Electrical Operator Certificate";Search and selection;maintainer;Maintenance / Repair;TN 
3,062,626;OFF_3708_0091;2.963.743.782;998.470.993;8;Male;35-44;TN;TRENTINO ALTO ADIGE;Middle School;Search and selection;maintainer;Maintenance / Repair;TN 
5,866,348;OFF_3708_0091;0;9.983.908.081;9;Male;25-34;TN;TRENTINO ALTO ADIGE;"Degree / High School : Technician in Electronics and Electrical Engineering;Higher Technical Institute (ITS) in the Energy Sector";Search and selection;maintainer;Maintenance / Repair;TN 
2,325,134;OFF_3708_0091;2.963.743.782;9.979.450.226;10;Male;45-54;TN;TRENTINO ALTO ADIGE;Middle School;Search and selection;maintainer;Maintenance / Repair;TN 
5,670,477;OFF_3709_0091;4.703.495.026;9.980.261.993;1;Male;35-44;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
5,962,401;OFF_3709_0091;2.963.743.782;9.977.298.737;2;Male;15-24;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
5,269,007;OFF_3709_0091;2.963.743.782;9.976.148.224;3;Female;45-54;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
6,271,640;OFF_3709_0091;4.703.495.026;9.972.550.201;4;Male;45-54;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
7,316,854;OFF_3709_0091;1.513.489.723;9.968.135.071;5;Male;25-34;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
6,752,294;OFF_3709_0091;5.413.767.624;9.965.751.648;6;Male;15-24;BS;LOMBARDIA;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
6,826,263;OFF_3709_0091;5.413.767.624;9.965.751.648;7;Male;15-24;BS;LOMBARDIA;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
6,612,370;OFF_3709_0091;1.513.489.723;9.965.454.102;8;Male;15-24;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
5,578,929;OFF_3709_0091;2.963.743.782;9.959.920.502;9;Male;25-34;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
4,374,049;OFF_3709_0091;2.963.743.782;9.956.973.267;10;Male;25-34;TN;TRENTINO ALTO ADIGE;N/A;Search and selection;General paper worker/graphic designer;General Workers;TN 
6,499,890;OFF_3712_0294;8.031.867.218;999.917.984;1;Female;25-34;BS;LOMBARDIA;N/A;Search and selection;Human Resources Administrator (m/f);Human Resources / Recruitment;MI 
7,627,456;OFF_3712_0294;6.358.769.226;9.995.751.953;2;Female;15-24;BS;LOMBARDIA;N/A;Search and selection;Human Resources Administrator (m/f);Human Resources / Recruitment;MI 
2,034,933;OFF_3712_0294;8.031.867.218;9.993.884.277;3;Female;45-54;BS;LOMBARDIA;Degree / High School : Technician in Business Administration, Finance, and Marketing;Search and selection;Human Resources Administrator (m/f);Human Resources / Recruitment;MI 
6,617,517;OFF_3712_0294;6.358.769.226;9.993.360.901;4;Female;35-44;BS;LOMBARDIA;N/A;Search and selection;Human Resources Administrator (m/f);Human Resources / Recruitment;MI 
7,174,713;OFF_3712_0294;9.244.432.831;99.929.039;5;Female;15-24;PR;EMILIA ROMAGNA;N/A;Search and selection;Human Resources Administrator (m/f);Human Resources / Recruitment;MI 
1,559,220;OFF_3712_0294;8.031.867.218;9.992.774.963;6;Female;45-54;BS;LOMBARDIA;N/A;Search and selection;Human Resources Administrator (m/f);Human Resources / Recruitment;MI 
5,193,910;OFF_3712_0294;9.005.378.723;9.992.533.112;7;Female;45-54;MI;LOMBARDIA;N/A;Search and selection;Human Resources Administrator (m/f);Human Resources / Recruitment;MI 
5,802,858;OFF_3712_0294;8.031.867.218;9.992.433.167;8;Male;25-34;BS;LOMBARDIA;N/A;Search and selection;Human Resources Administrator (m/f);Human Resources / Recruitment;MI 
6,640,333;OFF_3712_0294;8.031.867.218;9.991.876.221;9;Female;25-34;BS;LOMBARDIA;N/A;Search and selection;Human Resources Administrator (m/f);Human Resources / Recruitment;MI 
4,963,830;OFF_3712_0294;8.031.867.218;999.184.494;10;Female;55-74;BS;LOMBARDIA;Degree / High School : Accountancy;Search and selection;Human Resources Administrator (m/f);Human Resources / Recruitment;MI 
6,688,548;OFF_3722_0091;2.290.265.656;9.868.637.085;1;Male;35-44;BS;LOMBARDIA;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;TN 
3,616,557;OFF_3722_0091;7.503.210.449;9.811.631.775;2;Male;45-54;VI;VENETO;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;TN 
7,282,846;OFF_3722_0091;7.503.210.449;9.665.885.925;3;Male;15-24;VI;VENETO;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;TN 
7,094,297;OFF_3722_0091;6.497.480.011;9.651.686.859;4;Male;25-34;VR;VENETO;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;TN 
936,201;OFF_3722_0091;9.996.679.688;9.643.463.898;5;Male;25-34;TV;VENETO;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;TN 
6,723,190;OFF_3722_0091;4.535.037.994;9.627.745.819;6;Male;15-24;TN;TRENTINO ALTO ADIGE;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;TN 
3,394,666;OFF_3722_0091;4.422.983.551;9.595.387.268;7;Male;45-54;BS;LOMBARDIA;"Qualification / Certificate: Computer Systems Switchboard Operator;Degree / High School : Accountancy";Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;TN 
4,275,081;OFF_3722_0091;1.617.285.538;9.590.799.713;8;Male;45-54;BS;LOMBARDIA;Degree / High School : Accountancy;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;TN 
5,660,954;OFF_3722_0091;2.901.581.764;9.579.444.885;9;Male;55-74;BS;LOMBARDIA;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;TN 
6,473,070;OFF_3722_0091;8.827.754.211;957.098.999;10;Male;15-24;CR;LOMBARDIA;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;TN 
5,064,293;OFF_3737_0322;1.345.188.427;9.994.780.731;1;Male;25-34;PO;TOSCANA;N/A;Subordinate employment;Mechanic (Light and Heavy Commercial Vehicles) (m/f);Specialized workers;FI 
5,718,539;OFF_3737_0322;6.225.384.521;9.994.546.509;2;Male;45-54;PI;TOSCANA;N/A;Subordinate employment;Mechanic (Light and Heavy Commercial Vehicles) (m/f);Specialized workers;FI 
7,227,738;OFF_3737_0322;1.241.796.207;9.993.054.962;3;Male;15-24;FI;TOSCANA;"Qualification / Certificate: Forklift Truck (license);Qualification / Certificate: Mechanical Operator";Subordinate employment;Mechanic (Light and Heavy Commercial Vehicles) (m/f);Specialized workers;FI 
5,440,792;OFF_3737_0322;2.780.245.399;9.992.674.255;4;Male;35-44;PT;TOSCANA;N/A;Subordinate employment;Mechanic (Light and Heavy Commercial Vehicles) (m/f);Specialized workers;FI 
5,867,949;OFF_3737_0322;7.625.071.526;9.992.626.953;5;Male;25-34;FI;TOSCANA;N/A;Subordinate employment;Mechanic (Light and Heavy Commercial Vehicles) (m/f);Specialized workers;FI 
6,922,637;OFF_3737_0322;1.477.769.756;9.992.224.121;6;Male;55-74;FI;TOSCANA;N/A;Subordinate employment;Mechanic (Light and Heavy Commercial Vehicles) (m/f);Specialized workers;FI 
7,171,578;OFF_3737_0322;2.780.245.399;9.992.222.595;7;Female;35-44;PT;TOSCANA;N/A;Subordinate employment;Mechanic (Light and Heavy Commercial Vehicles) (m/f);Specialized workers;FI 
5,602,611;OFF_3737_0322;2.780.245.399;9.991.830.444;8;Female;45-54;PT;TOSCANA;N/A;Subordinate employment;Mechanic (Light and Heavy Commercial Vehicles) (m/f);Specialized workers;FI 
6,401,567;OFF_3737_0322;2.780.245.399;999.082.489;9;Female;35-44;PT;TOSCANA;N/A;Subordinate employment;Mechanic (Light and Heavy Commercial Vehicles) (m/f);Specialized workers;FI 
4,240,915;OFF_3737_0322;2.780.245.399;999.072.113;10;Female;25-34;PT;TOSCANA;N/A;Subordinate employment;Mechanic (Light and Heavy Commercial Vehicles) (m/f);Specialized workers;FI 
7,218,926;OFF_3773_0055;8.374.074.554;9.950.389.862;1;Male;15-24;CO;LOMBARDIA;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;PV 
5,582,034;OFF_3773_0055;6.179.470.539;9.848.168.182;2;Female;55-74;PV;LOMBARDIA;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;PV 
537,17;OFF_3773_0055;8.125.702.667;9.843.206.787;3;Male;45-54;AL;PIEMONTE;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;PV 
455,108;OFF_3773_0055;6.179.470.539;9.834.508.514;4;Male;25-34;PV;LOMBARDIA;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;PV 
5,202,680;OFF_3773_0055;3.052.103.043;9.831.945.038;5;Male;35-44;MI;LOMBARDIA;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;PV 
7,451,802;OFF_3773_0055;6.179.470.539;983.081.131;6;Female;25-34;PV;LOMBARDIA;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;PV 
7,643,087;OFF_3773_0055;8.691.512.299;9.811.742.401;7;Female;25-34;VA;LOMBARDIA;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;PV 
5,417,317;OFF_3773_0055;8.903.324.127;9.775.392.151;8;Female;25-34;PR;EMILIA ROMAGNA;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;PV 
3,330,522;OFF_3773_0055;3.359.524.155;9.753.160.858;9;Female;25-34;PV;LOMBARDIA;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;PV 
6,395,002;OFF_3773_0055;3.052.103.043;9.743.362.427;10;Male;25-34;MI;LOMBARDIA;N/A;Subordinate employment;warehouse worker;Warehouse / Logistics / Transport;PV 
7,029,857;OFF_3775_0382;1.332.660.198;9.993.747.711;1;Male;35-44;MI;LOMBARDIA;N/A;Subordinate employment;Mechanical fitter;Specialized workers;MI 
4,986,400;OFF_3775_0382;1.332.660.198;999.189.682;2;Female;55-74;MI;LOMBARDIA;N/A;Subordinate employment;Mechanical fitter;Specialized workers;MI 
1,491,316;OFF_3775_0382;3.957.443.237;9.990.718.079;3;Male;55-74;MI;LOMBARDIA;N/A;Subordinate employment;Mechanical fitter;Specialized workers;MI 
4,894,391;OFF_3775_0382;4.697.041.035;9.990.405.273;4;Male;15-24;MB;LOMBARDIA;Higher Technical Institute (ITS) in Mechanical/Mechatronics Sector;Subordinate employment;Mechanical fitter;Specialized workers;MI 
4,423,878;OFF_3775_0382;5.462.090.015;9.987.666.321;5;Male;25-34;MI;LOMBARDIA;N/A;Subordinate employment;Mechanical fitter;Specialized workers;MI 
3,296,406;OFF_3775_0382;1.332.660.198;998.764.801;6;Male;45-54;MI;LOMBARDIA;N/A;Subordinate employment;Mechanical fitter;Specialized workers;MI 
1,651,367;OFF_3775_0382;1.332.660.198;9.987.541.199;7;Male;25-34;MI;LOMBARDIA;N/A;Subordinate employment;Mechanical fitter;Specialized workers;MI 
7,171,942;OFF_3775_0382;1.332.660.198;9.985.832.214;8;Male;55-74;MI;LOMBARDIA;N/A;Subordinate employment;Mechanical fitter;Specialized workers;MI 
2,150,982;OFF_3775_0382;3.957.443.237;9.983.777.618;9;Male;25-34;MI;LOMBARDIA;N/A;Subordinate employment;Mechanical fitter;Specialized workers;MI 
7,027,879;OFF_3775_0382;1.502.420.998;9.980.480.957;10;Female;45-54;MB;LOMBARDIA;N/A;Subordinate employment;Mechanical fitter;Specialized workers;MI 
7,682,713;OFF_3776_0178;710.249.424;9.994.194.794;1;Female;25-34;TO;PIEMONTE;Degree / High School : Social Services Technician;Subordinate employment;general accounting clerk;Finance / Accounting ;TO 
7,435,981;OFF_3776_0178;1.140.452.862;9.992.271.423;2;Male;15-24;TO;PIEMONTE;Degree / High School : Accountancy;Subordinate employment;general accounting clerk;Finance / Accounting ;TO 
6,320,894;OFF_3776_0178;6.374.909.401;9.990.887.451;3;Male;25-34;TO;PIEMONTE;"Master's Degree : economic Sciences-aziendali (LM-77);Bachelor's Degree : Economics and Business Management Sciences (L-18);Degree / High School : Programmer Accountant";Subordinate employment;general accounting clerk;Finance / Accounting ;TO 
7,607,817;OFF_3776_0178;1.887.986.946;9.989.878.845;4;Female;55-74;TO;PIEMONTE;Degree / High School : Accountancy;Subordinate employment;general accounting clerk;Finance / Accounting ;TO 
5,802,764;OFF_3776_0178;0;9.986.868.286;5;Male;25-34;TO;PIEMONTE;"Degree / High School : Scientific High School;Bachelor's Degree : Business Economics and Administration;Master's Degree : Business Economics";Subordinate employment;general accounting clerk;Finance / Accounting ;TO 
4,910,950;OFF_3776_0178;75.591.712;9.981.647.491;6;Male;55-74;TO;PIEMONTE;Master's Degree : Business Economics;Subordinate employment;general accounting clerk;Finance / Accounting ;TO 
6,565,370;OFF_3776_0178;8.490.037.918;9.981.255.341;7;Female;55-74;TO;PIEMONTE;N/A;Subordinate employment;general accounting clerk;Finance / Accounting ;TO 
5,836,850;OFF_3776_0178;2.686.291.122;9.980.334.473;8;Female;35-44;TO;PIEMONTE;N/A;Subordinate employment;general accounting clerk;Finance / Accounting ;TO 
738,783;OFF_3776_0178;75.591.712;9.976.065.063;9;Male;35-44;TO;PIEMONTE;"Degree / High School : Accountancy;Master's Degree : Business Economics";Subordinate employment;general accounting clerk;Finance / Accounting ;TO 
6,887,726;OFF_3776_0178;0;9.972.679.901;10;Female;55-74;TO;PIEMONTE;N/A;Subordinate employment;general accounting clerk;Finance / Accounting ;TO 
6,995,460;OFF_3805_0251;6.482.260.895;9.988.467.407;1;Male;35-44;BG;LOMBARDIA;N/A;Search and selection;Industrial Designer;Designers / Design / Graphics;BS 
5,507,723;OFF_3805_0251;3.418.277.025;9.980.729.675;2;Female;25-34;BS;LOMBARDIA;N/A;Search and selection;Industrial Designer;Designers / Design / Graphics;BS 
2,271,486;OFF_3805_0251;9.024.914.742;9.980.496.216;3;Male;45-54;BS;LOMBARDIA;"Degree / High School : Scientific High School;Bachelor's Degree : Mechanical Engineering";Search and selection;Industrial Designer;Designers / Design / Graphics;BS 
6,733,734;OFF_3805_0251;2.069.377.327;9.976.760.864;4;Male;35-44;BS;LOMBARDIA;N/A;Search and selection;Industrial Designer;Designers / Design / Graphics;BS 
6,578,885;OFF_3805_0251;6.482.260.895;9.975.998.688;5;Male;25-34;BG;LOMBARDIA;N/A;Search and selection;Industrial Designer;Designers / Design / Graphics;BS 
6,215,259;OFF_3805_0251;6.863.744.354;9.975.448.608;6;Male;25-34;BG;LOMBARDIA;N/A;Search and selection;Industrial Designer;Designers / Design / Graphics;BS 
6,126,248;OFF_3805_0251;6.482.260.895;9.971.783.447;7;Male;35-44;BG;LOMBARDIA;N/A;Search and selection;Industrial Designer;Designers / Design / Graphics;BS 
5,349,517;OFF_3805_0251;2.197.229.004;9.969.798.279;8;Female;35-44;BS;LOMBARDIA;N/A;Search and selection;Industrial Designer;Designers / Design / Graphics;BS 
6,126,565;OFF_3805_0251;4.656.196.594;9.967.357.636;9;Female;25-34;BG;LOMBARDIA;"Qualification / Certificate: Operator in the furniture and furnishings industry.;Degree / High School : Applied art";Search and selection;Industrial Designer;Designers / Design / Graphics;BS 
5,702,103;OFF_3805_0251;2.197.229.004;9.967.266.846;10;Male;25-34;BS;LOMBARDIA;N/A;Search and selection;Industrial Designer;Designers / Design / Graphics;BS 
